Track name,Artist name,Album,Playlist name,Type,ISRC
"Navigator Truck","Alex Wiley","Navigator Truck (feat. Calez & Chance The Rapper) - Single","EVTHNG","Playlist","USUYG1086500"
"All Good","Illa J","Yancey Boys","EVTHNG","Playlist","USDE10801157"
"Jazz","Mick Jenkins","The Water[s]","EVTHNG","Playlist","QMKSC1400021"
"Nelly","Isaiah Rashad","Nelly","EVTHNG","Playlist","TCACI1590033"
"Vibe","Mick Jenkins","The Water[s]","EVTHNG","Playlist","QMKSC1400020"
"Collard Greens","ScHoolboy Q","Oxymoron (Deluxe)","EVTHNG","Playlist","USUM71307354"
"Oldie","Odd Future","The OF Tape Vol. 2","EVTHNG","Playlist","USQX91200100"
"Answer","Tyler, The Creator","Wolf","EVTHNG","Playlist","USQX91300223"
"Night Job","Bas","Night Job","EVTHNG","Playlist","USUM71518469"
"THat Part","ScHoolboy Q","THat Part","EVTHNG","Playlist","USUM71604273"
"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)","A$AP Rocky","LONG.LIVE.A$AP (Deluxe Version)","EVTHNG","Playlist","USRC11201220"
"L$D","A$AP Rocky","AT.LONG.LAST.A$AP","EVTHNG","Playlist","USRC11500789"
"Bitch, Don’t Kill My Vibe","Kendrick Lamar","good kid, m.A.A.d city (Deluxe)","EVTHNG","Playlist","USUM71210774"
"No Role Modelz","J. Cole","2014 Forest Hills Drive","EVTHNG","Playlist","USQX91402598"
"Blessings","Big Sean","Dark Sky Paradise (Deluxe)","EVTHNG","Playlist","USUM71501153"
"Forbidden Knowledge (feat. Big K.R.I.T.)","Raury","Forbidden Knowledge (feat. Big K.R.I.T.)","EVTHNG","Playlist","USSM11507359"
"Storm Bloom (feat. Polographia)","HTMLflowers","Storm Bloom (feat. Polographia)","EVTHNG","Playlist","TCACJ1511550"
"Special Affair","The Internet","Special Affair","EVTHNG","Playlist","USQX91500968"
"Ronnie Drake (feat. SZA)","Isaiah Rashad","Cilvia Demo","EVTHNG","Playlist","TCABT1443715"
"O Heaven","Blu & Exile","Give Me My Flowers While I Can Still Smell Them","EVTHNG","Playlist","US6881100903"
"Childs Play (feat. Chance the Rapper)","SZA","Z","EVTHNG","Playlist","TCABW1406843"
"Ice Cream","Jack Harlow","18","EVTHNG","Playlist","TCACO1680206"
"Summer Friends (feat. Jeremih & Francis & The Lights)","Chance the Rapper","Coloring Book","EVTHNG","Playlist","TCACO1667426"
"After Thoughts","Oddisee","The Beauty in All","EVTHNG","Playlist","QMFMG1316345"
"Back To Back","Drake","Back To Back","EVTHNG","Playlist","USCM51500241"
"Higher","SBTRKT","Higher","EVTHNG","Playlist","GBBKS1400205"
"MFN Right - Remix","2 Chainz","MFN Right (Remix)","EVTHNG","Playlist","USUM71603845"
"Chum","Earl Sweatshirt","Doris","EVTHNG","Playlist","USQX91202035"
"untitled 02 06.23.2014.","Kendrick Lamar","untitled unmastered.","EVTHNG","Playlist","USUM71601674"
"The Waters","Mick Jenkins","The Water[s]","EVTHNG","Playlist","QMKSC1400017"
"Canal St. (feat. Bones)","A$AP Rocky","AT.LONG.LAST.A$AP","EVTHNG","Playlist","USRC11500785"
"Kolors ft. Smino","monte booker","Soulection White Label - Monte Booker","EVTHNG","Playlist","QM24S1650080"
"Vice City (feat. Black Hippy)","Jay Rock","90059","EVTHNG","Playlist","TCACH1591450"
"Wake Up","Fetty Wap","Wake Up","EVTHNG","Playlist","QMCE31600566"
"My Way (feat. Monty)","Fetty Wap","Fetty Wap (Deluxe)","EVTHNG","Playlist","QMCE31500316"
"u","Kendrick Lamar","To Pimp A Butterfly","EVTHNG","Playlist","USUM71502497"
"Seven Million (feat. Future)","Lil Uzi Vert","The Perfect LUV Tape","EVTHNG","Playlist","USAT21602381"
"No Shopping (feat. Drake)","French Montana","No Shopping (feat. Drake)","EVTHNG","Playlist","USSM11604661"
"Raw","Smino","S!Ck S!Ck S!Ck","EVTHNG","Playlist","TCACJ1531850"
"Trap Tears (feat. Key!)","Raury","All We Need","EVTHNG","Playlist","USSM11507361"
"Options","Caleborate","Options (feat. Pell & Sylvan Lacue) - Single","EVTHNG","Playlist","USUYG1108580"
"Sweet Escape (feat. Wonai)","Taku","Sweet Escape (feat. Wonai)","EVTHNG","Playlist","TCACJ1533029"
"Paper Trail$","Joey Bada$$","B4.DA.$$","EVTHNG","Playlist","QMKSC1400035"
"Heavenly Father","Isaiah Rashad","Cilvia Demo","EVTHNG","Playlist","TCABT1443732"
"Free Lunch","Isaiah Rashad","The Sun's Tirade","EVTHNG","Playlist","TCACR1649829"
"Hands On the Wheel","ScHoolboy Q","Schoolboy Q","EVTHNG","Playlist","FR5R00902949"
"Hive (feat. Vince Staples & Casey Veggies)","Earl Sweatshirt","Doris","EVTHNG","Playlist","USQX91301103"
"Kilo","2 Chainz","Daniel Son; Necklace Don","EVTHNG","Playlist","USUYG1108900"
"Dehydration (feat. The Mind)","Mick Jenkins","The Water[s]","EVTHNG","Playlist","QMKSC1400026"
"Feel the Power","Kenny Turnup","Plaza","EVTHNG","Playlist","TCACI1567151"
"• 100 Roses","Jazz Cartier","Hotel Paranoia","EVTHNG","Playlist","CAY0L1600001"
"Alright","Kendrick Lamar","To Pimp A Butterfly","EVTHNG","Playlist","USUM71502498"
"Keep Ya Head Up","2Pac","2Pac Greatest Hits (Explicit Version)","EVTHNG","Playlist","USIR19500813"
"Hypnotize - 2014 Remaster","The Notorious B.I.G.","Life After Death (2014 Remastered Edition)","EVTHNG","Playlist","USAT21402725"
"Big Poppa - 2005 Remaster","The Notorious B.I.G.","Ready to Die (The Remaster)","EVTHNG","Playlist","USBB40580817"
"White Iverson","Post Malone","White Iverson","EVTHNG","Playlist","USUM71511528"
"Jumpman","Drake","What A Time To Be Alive","EVTHNG","Playlist","USCM51500300"
"X (feat. Future)","21 Savage","Savage Mode","EVTHNG","Playlist","QZ45A1600041"
"Bompton","The Game","1992","EVTHNG","Playlist","USKO11601599"
"Pick Up The Phone (feat. Quavo)","Young Thug","JEFFERY","EVTHNG","Playlist","USSM11604495"
"You Was Right","Lil Uzi Vert","Lil Uzi Vert vs. The World","EVTHNG","Playlist","USAT21601721"
"One Night","Lil Yachty","Lil Boat","EVTHNG","Playlist","QM8DG1600318"
"F*ck Up Some Commas","Future","DS2 (Deluxe)","EVTHNG","Playlist","USSM11500953"
"Wicked","Future","EVOL","EVTHNG","Playlist","USSM11601584"
"Different Now","Fetty Wap","Different Now","EVTHNG","Playlist","QMCE31600675"
"Devastated","Joey Bada$$","Devastated","EVTHNG","Playlist","QMKSC1600077"
"Caroline","Aminé","Caroline","EVTHNG","Playlist","USCGH1697037"
"untitled 07 levitate","Kendrick Lamar","untitled 07 levitate","EVTHNG","Playlist","USUM71602788"
"Wyclef Jean","Young Thug","JEFFERY","EVTHNG","Playlist","USAT21602475"
"Campaign (feat. Future)","Ty Dolla $ign","Campaign","EVTHNG","Playlist","USAT21602122"
"Cinderella (feat. Ty Dolla $ign)","Mac Miller","The Divine Feminine","EVTHNG","Playlist","USWB11601437"
"Telephone Calls (feat. A$AP Rocky, Tyler, The Creator, Playboi Carti & Yung Gleesh)","A$AP Mob","Telephone Calls (feat. A$AP Rocky, Tyler, The Creator, Playboi Carti & Yung Gleesh)","EVTHNG","Playlist","USRC11602562"
"Fake Love","Drake","Fake Love","EVTHNG","Playlist","USCM51600333"
"Big Amount","2 Chainz","Big Amount","EVTHNG","Playlist","USUM71609072"
"Ballerina","Belly","Another Day In Paradise","EVTHNG","Playlist","QMJMT1600882"
"No Heart","21 Savage","Savage Mode","EVTHNG","Playlist","QZ45A1600040"
"What They Want","Russ","What They Want","EVTHNG","Playlist","TCACH1598098"
"Red Pill","Alex Wiley","Tangerine Dream","EVTHNG","Playlist","USUYG1104740"
"Jimmy Choo","Fetty Wap","Jimmy Choo","EVTHNG","Playlist","QMCE31500517"
"Trap Queen","Fetty Wap","Fetty Wap (Deluxe)","EVTHNG","Playlist","QM7XC1400004"
"She","Tyler, The Creator","Goblin","EVTHNG","Playlist","GBBKS1100033"
"King Kunta","Kendrick Lamar","To Pimp A Butterfly","EVTHNG","Playlist","USUM71502494"
"Sunday Candy","Nico Segal","Surf","EVTHNG","Playlist","TCACG1582642"
"Where Are You Now? (feat. Wiley)","Lady Leshurr","Where Are You Now? (feat. Wiley)","EVTHNG","Playlist","GBARL1600785"
"New Level (feat. Future)","A$AP Ferg","ALWAYS STRIVE AND PROSPER","EVTHNG","Playlist","USRC11502676"
"Work REMIX (feat. A$AP Rocky, French Montana, Trinidad James & ScHoolboy Q)","A$AP Ferg","Trap Lord","EVTHNG","Playlist","USRC11300223"
"Superheroes (feat. ASAP Rocky)","Chief Keef","Bang 3","EVTHNG","Playlist","USQY51590807"
"Love Sosa","Chief Keef","Finally Rich","EVTHNG","Playlist","USUM71214600"
"","","","EVTHNG","Playlist",""
"25 Bucks (feat. Purity Ring)","Danny Brown","Old","EVTHNG","Playlist","QMSDU1300253"
"Blue Boss","Sampa the Great","Blue Boss","EVTHNG","Playlist","TCACL1654119"
"m.A.A.d city","Kendrick Lamar","good kid, m.A.A.d city (Deluxe)","EVTHNG","Playlist","USUM71210784"
"THE BROWN STAINS OF DARKEESE LATIFAH PART 6-12 (REMIX) (feat. ScHoolboy Q)","Tyler, The Creator","Cherry Bomb","EVTHNG","Playlist","USQX91500711"
"Kush Ups (feat. Wiz Khalifa)","Snoop Dogg","Kush Ups (feat. Wiz Khalifa)","EVTHNG","Playlist","USKO11601075"
"THat Part","ScHoolboy Q","Blank Face LP","EVTHNG","Playlist","USUM71604273"
"Rella (feat. Hodgy, Domo Genesis & Tyler, The Creator)","Odd Future","Rella (feat. Hodgy, Domo Genesis & Tyler, The Creator)","EVTHNG","Playlist","USQX91200092"
"Garbage","Tyler, The Creator","The Music of Grand Theft Auto V, Vol. 1: Original Music","EVTHNG","Playlist","TCABQ1372656"
"The Game & Skrillex: El Chapo","The Game","The Documentary 2.5","EVTHNG","Playlist","USKO11501935"
"I Don't Fuck With You","Big Sean","Dark Sky Paradise (Deluxe)","EVTHNG","Playlist","USUM71414033"
"Show Me Love (feat. Chance The Rapper, Moses Sumney and Robin Hannibal) - Skrillex Remix","Hundred Waters","Show Me Love (feat. Chance The Rapper, Moses Sumney and Robin Hannibal) [Skrillex Remix]","EVTHNG","Playlist","USAT21600398"
"Vanilla Sky","Pell","Vanilla Sky","EVTHNG","Playlist","USA2P1501994"
"Domo23","Tyler, The Creator","Wolf","EVTHNG","Playlist","USQX91300206"
"IV. Sweatpants","Childish Gambino","because the internet","EVTHNG","Playlist","USYAH1300223"
"Money Mitch","Lil Uzi Vert","The Perfect LUV Tape","EVTHNG","Playlist","USAT21602375"
"IFHY (feat. Pharrell)","Tyler, The Creator","Wolf","EVTHNG","Playlist","USQX91300228"
"Angels (feat. Saba)","Chance the Rapper","Angels (feat. Saba)","EVTHNG","Playlist","TCACJ1546925"
"Throw Sum Mo","Rae Sremmurd","SremmLife","EVTHNG","Playlist","USUM71417504"
"Bad Girls","M.I.A.","Matangi","EVTHNG","Playlist","USUM71200478"
"One Night","Lil Yachty","Lil Boat","EVTHNG","Playlist","QM8DG1600318"
"Tiimmy Turner","Desiigner","Tiimmy Turner","EVTHNG","Playlist","USUM71606710"
"Black Beatles","Rae Sremmurd","SremmLife 2 (Deluxe)","EVTHNG","Playlist","USUM71603293"
"No Shopping","French Montana","No Shopping","EVTHNG","Playlist","USCM51600277"
"THat Part","ScHoolboy Q","Blank Face LP","EVTHNG","Playlist","USUM71604273"
"Devastated","Joey Bada$$","Devastated","EVTHNG","Playlist","QMKSC1600077"
"Yonkers","Tyler, The Creator","Goblin","EVTHNG","Playlist","GBBKS1100005"
"Super Saiyan","Lil Uzi Vert","Luv Is Rage","EVTHNG","Playlist","USAT21504164"
"Uber Everywhere","MadeinTYO","Uber Everywhere","EVTHNG","Playlist","QM4HH1610001"
"4r Da Squaw","Isaiah Rashad","The Sun's Tirade","EVTHNG","Playlist","TCACR1649827"
"Grown Up","Danny Brown","Grown Up","EVTHNG","Playlist","QMSDU1200054"
"Front & Center","Joey Bada$$","Front & Center","EVTHNG","Playlist","QMKSC1600140"
"Sneakin’","Drake","Sneakin’","EVTHNG","Playlist","USCM51600337"
"Too Much Sauce (feat. Future & Lil Uzi Vert)","DJ ESCO","Too Much Sauce (feat. Future & Lil Uzi Vert)","EVTHNG","Playlist","USSM11606972"
"Bulls**t (feat. 21 Savage)","Dae Dae","The DefAnition","EVTHNG","Playlist","QMCE31600775"
"Bounce Back","Big Sean","Bounce Back","EVTHNG","Playlist","USUM71614503"
"Mornin Dew","The Last Artful, Dodgr","Rare Treat","EVTHNG","Playlist","usdy41615554"
"blkjuptr","Smino","blkjuptr","EVTHNG","Playlist","USUG11600267"
"Zombie Walk","Desiigner","New English","EVTHNG","Playlist","USUM71605797"
"Bad and Boujee (feat. Lil Uzi Vert)","Migos","Bad and Boujee (feat. Lil Uzi Vert)","EVTHNG","Playlist","QMCE31600796"
"Night Riders (feat. Travi$ Scott, 2 Chainz, Pusha T & Mad Cobra)","Major Lazer","Peace Is The Mission","EVTHNG","Playlist","QMUY41500015"
"Used to This (feat. Drake)","Future","Used to This (feat. Drake)","EVTHNG","Playlist","USSM11608607"
"90210 (feat. Kacy Hill)","Travis Scott","Rodeo","EVTHNG","Playlist","USSM11506731"
"Too Young","Post Malone","Too Young","EVTHNG","Playlist","USUM71515989"
"That's That - AOL Sessions","Snoop Dogg","Snoop Dogg Live @ AOL Sessions","EVTHNG","Playlist","USUM70725463"
"Life Round Here","James Blake","Life Round Here","EVTHNG","Playlist","GBUM71306853"
"Go Flex","Post Malone","Go Flex","EVTHNG","Playlist","USUM71603455"
"Trump","A$AP TyY","Trump","EVTHNG","Playlist","ushm81689865"
"Paris (Sam Tiba Remix)","KOHH","Homieland, Vol. 2","EVTHNG","Playlist","FR8Q11500056"
"IT G MA REMIX (feat. A$AP Ferg, Father, Dumbfoundead, Waka Flocka Flame)","Keith Ape","IT G MA REMIX (feat. A$AP Ferg, Father, Dumbfoundead, Waka Flocka Flame)","EVTHNG","Playlist","USAT21502446"
"I Want (feat. 2 Chainz)","MadeinTYO","You Are Forgiven","EVTHNG","Playlist","QM4HH1610012"
"Roses","SAINt JHN","Roses","EVTHNG","Playlist","TCACP1693236"
"Healer (feat. Jean Deaux)","Mick Jenkins","The Water[s]","EVTHNG","Playlist","QMKSC1400018"
"Up Next 2","Lil Yachty","Lil Boat","EVTHNG","Playlist","QM8DG1600317"
"iSpy","KYLE","iSpy","EVTHNG","Playlist","USQY51615981"
"Redbone","Childish Gambino","""Awaken, My Love!""","EVTHNG","Playlist","USYAH1600107"
"Good Drank","2 Chainz","Hibachi for Lunch","EVTHNG","Playlist","USUYG1115555"
"Ex Calling","6LACK","FREE 6LACK","EVTHNG","Playlist","USUYG1107545"
"You See Me","Childish Gambino","Camp","EVTHNG","Playlist","USYAH1100356"
"T-Shirt","Migos","T-Shirt","EVTHNG","Playlist","QMCE31600872"
"Shabba (feat. A$AP Rocky)","A$AP Ferg","Trap Lord","EVTHNG","Playlist","USRC11301000"
"Yamborghini High (feat. Juicy J)","A$AP Mob","Yamborghini High (feat. Juicy J)","EVTHNG","Playlist","USRC11600049"
"Gang","21 Savage","The Slaughter Tape","EVTHNG","Playlist","QZ45A1600027"
"beibs in the trap","Travis Scott","Birds In The Trap Sing McKnight","EVTHNG","Playlist","USSM11607551"
"All About Me","Syd","All About Me","EVTHNG","Playlist","USQX91603117"
"Wet Dreamz","J. Cole","2014 Forest Hills Drive","EVTHNG","Playlist","USQX91402592"
"Water","Ugly God","Water","EVTHNG","Playlist","US39N1699901"
"Don't Like.1","Kanye West","Kanye West Presents Good Music Cruel Summer","EVTHNG","Playlist","USUM71209911"
"Bound 2","Kanye West","Yeezus","EVTHNG","Playlist","USUM71307523"
"Look at Me!","XXXTENTACION","Look at Me!","EVTHNG","Playlist","uscgh1652003"
"Hendrix","Wyclef Jean","Hendrix - Single","EVTHNG","Playlist","USUYG1103956"
"Feel Me","Tyga","Feel Me","EVTHNG","Playlist","USUM71615276"
"Skateboard P","MadeinTYO","Thank You, Mr. Tokyo","EVTHNG","Playlist","QM4HH1650012"
"Crazy Brazy (feat. A$AP Rocky, A$AP Twelvyy & Key!)","A$AP Mob","Crazy Brazy (feat. A$AP Rocky, A$AP Twelvyy & Key!)","EVTHNG","Playlist","USRC11602362"
"Baptized In Fire","Kid Cudi","Passion, Pain & Demon Slayin'","EVTHNG","Playlist","USUM71614695"
"Instinct (feat. MadeinTYO)","Roy Woods","Nocturnal","EVTHNG","Playlist","USWB11602465"
"Running Back (feat. Lil Wayne)","Wale","Running Back (feat. Lil Wayne)","EVTHNG","Playlist","USAT21602286"
"Gassed Up","Nebu Kiniza","Gassed Up","EVTHNG","Playlist","TCACN1613658"
"Wanna Know Remix (feat. Drake)","Dave","Wanna Know Remix (feat. Drake)","EVTHNG","Playlist","USWB11602117"
"Low Life (feat. The Weeknd)","Future","EVOL","EVTHNG","Playlist","USSM11600557"
"Hold On, We're Going Home","Drake","Nothing Was The Same (Deluxe)","EVTHNG","Playlist","USCM51300762"
"Keep Up (feat. 070 Shake & 070 Malick)","070","The 070 Project: Chapter 1","EVTHNG","Playlist","USUYG1122570"
"Sunday Night","070 Shake","Sunday Night (feat. Phi) - Single","EVTHNG","Playlist","USUYG1098351"
"Drama (feat. Drake)","Roy Woods","Exis","EVTHNG","Playlist","USWB11508706"
"Bring Yo Friends","Tunji Ige","Missed Calls","EVTHNG","Playlist","USAT21601121"
"Congratulations","Post Malone","Stoney","EVTHNG","Playlist","USUM71614484"
"Glorified","Lihtz","The Switch Up","EVTHNG","Playlist","USUYG1123311"
"15th and the 1st (feat. YG Hootie)","Gucci Mane","Ferrari Boyz (Deluxe)","EVTHNG","Playlist","USWB11101896"
"Memo","Young Thug","Slime Season 3","EVTHNG","Playlist","USAT21601056"
"Digits","Young Thug","Slime Season 3","EVTHNG","Playlist","USAT21601059"
"Red Opps","21 Savage","Red Opps","EVTHNG","Playlist","QZ45A1600020"
"So High","Doja Cat","So High","EVTHNG","Playlist","USRC11400475"
"Stay Focused","ShaqIsDope","Stay Focused","EVTHNG","Playlist","TCACJ1530258"
"Mask Off","Future","FUTURE","EVTHNG","Playlist","USSM11701444"
"Broccoli (feat. Lil Yachty)","DRAM","Big Baby DRAM","EVTHNG","Playlist","USUYG1098775"
"Paris","$uicideboy$","Songsthatwewontgetsuedforbutattheendofthedayweallgonnadieanyway","EVTHNG","Playlist","TCACR1678497"
"Both (feat. Drake)","Gucci Mane","The Return of East Atlanta Santa","EVTHNG","Playlist","USAT21603373"
"Coming Back (feat. Mac Miller)","Domo Genesis","Genesis","EVTHNG","Playlist","USQX91600318"
"It Was A Good Day","Ice Cube","The Predator","EVTHNG","Playlist","USPO19250006"
"goosebumps","Travis Scott","Birds In The Trap Sing McKnight","EVTHNG","Playlist","USSM11607555"
"Superstar (feat. Matthew Santos)","Lupe Fiasco","Lupe Fiasco's The Cool","EVTHNG","Playlist","USAT20704985"
"Tunnel Vision","Kodak Black","Tunnel Vision","EVTHNG","Playlist","USAT21700379"
"Too Many Years","Kodak Black","Lil Big Pac","EVTHNG","Playlist","USUYG1104623"
"Drowning (feat. BADBADNOTGOOD)","Mick Jenkins","The Healing Component","EVTHNG","Playlist","QMKSC1600109"
"Martyrs","Mick Jenkins","The Water[s]","EVTHNG","Playlist","QMKSC1400028"
"Drink More (feat. Ebony)","Mick Jenkins","The Water[s]","EVTHNG","Playlist","QMKSC1400023"
"Outlet","Desiigner","Outlet","EVTHNG","Playlist","USUM71701006"
"Sorry","Future","HNDRXX","EVTHNG","Playlist","USSM11701734"
"Litty (feat. Tory Lanez)","Meek Mill","DC4","EVTHNG","Playlist","USAT21603037"
"Trouble on My Mind (feat. Tyler, The Creator)","Pusha T","Fear of God II","EVTHNG","Playlist","US2Q81100050"
"Pull The Trigger","Russ","Pull The Trigger","EVTHNG","Playlist","USSM11607310"
"El Chapo Jr","2 Chainz","TrapAvelli Tre","EVTHNG","Playlist","USUYG1078258"
"Big Ships","E-Dubble","Big Ships","EVTHNG","Playlist","USQY51379429"
"ULT","Denzel Curry","Imperial","EVTHNG","Playlist","USC4R1602006"
"Teenage Fever","Drake","More Life","EVTHNG","Playlist","USCM51700048"
"No Long Talk","Drake","More Life","EVTHNG","Playlist","USCM51700068"
"Road To Zion","Damian Marley","Welcome to Jamrock","EVTHNG","Playlist","USUM70502725"
"Flex Like Ouu","Lil Pump","Flex Like Ouu","EVTHNG","Playlist","QM4DW1754430"
"Ignorant - Single","Lil Pump","Ignorant - Single","EVTHNG","Playlist","FR59R1617939"
"Lights","Wifisfuneral","Black Heart Revenge","EVTHNG","Playlist","USUYG1102937"
"Life Is Short","Ski Mask The Slump God","Life Is Short","EVTHNG","Playlist","TCACT1632301"
"Ski Mask - Single","Smokepurpp","Ski Mask - Single","EVTHNG","Playlist","FR2X41686731"
"Pressure","Robb Bank$","Year Of The Savage","EVTHNG","Playlist","QMCE31500414"
"Half Bae (feat. Pouya)","Robb Bank$","Year Of The Savage","EVTHNG","Playlist","QMCE31500411"
"PRBLMS","6LACK","FREE 6LACK","EVTHNG","Playlist","USUYG1102245"
"Volg Je Moeder","Killer Kamal","Volg Je Moeder","EVTHNG","Playlist","NLL8M1600559"
"Swang","Rae Sremmurd","SremmLife 2 (Deluxe)","EVTHNG","Playlist","USUM71603303"
"Hot N*gga","Bobby Shmurda","Hot N*gga","EVTHNG","Playlist","USSM11405787"
"I Don't Like","Chief Keef","Finally Rich","EVTHNG","Playlist","USUM71207543"
"Location","Khalid","American Teen","EVTHNG","Playlist","TCACO1662934"
"Saved","Khalid","American Teen","EVTHNG","Playlist","USRC11602481"
"HUMBLE.","Kendrick Lamar","HUMBLE.","EVTHNG","Playlist","USUM71703085"
"XO TOUR Llif3","Lil Uzi Vert","XO TOUR Llif3","EVTHNG","Playlist","USAT21700684"
"REDMERCEDES","Aminé","REDMERCEDES","EVTHNG","Playlist","USUG11700352"
"Stay","Mac Miller","The Divine Feminine","EVTHNG","Playlist","USWB11601435"
"Peek A Boo","Lil Yachty","Peek A Boo","EVTHNG","Playlist","USUM71703503"
"Gang Up (with Young Thug, 2 Chainz & Wiz Khalifa feat. PnB Rock)","Young Thug","Gang Up (with Young Thug, 2 Chainz, Wiz Khalifa feat. PnB Rock)","EVTHNG","Playlist","USAT21700488"
"Hate Bein' Sober","Chief Keef","Finally Rich","EVTHNG","Playlist","USUM71214714"
"Afro Trap Pt. 7 (La puissance)","MHD","Afro Trap Part. 7 (La puissance)","EVTHNG","Playlist","FR3IV1600200"
"Afro Trap Pt. 3 (Champions League)","MHD","MHD","EVTHNG","Playlist","FR3IV1600160"
"Who Are You?","Lil Xan","Who Are You?","EVTHNG","Playlist","TCACS1628155"
"W$GT$","Caleb Brown","W$GT$","EVTHNG","Playlist","TCACQ1645967"
"Trap by My Lonely","Squidnice","Trap by My Lonely","EVTHNG","Playlist","TCACP1675940"
"Soul","Sincerely Collins","Destroyer","EVTHNG","Playlist","USLD90810451"
"Day 'N' Nite (Nightmare)","Kid Cudi","Man On The Moon: The End Of Day (Int'l Version)","EVTHNG","Playlist","USUM70957500"
"Changed My Mind","E-Dubble","Changed My Mind","EVTHNG","Playlist","TCAAX1197510"
"Tu No Vive Asi (feat. Mambo Kingz & DJ Luian)","Arcángel","Tu No Vive Asi (feat. Mambo Kingz & DJ Luian)","EVTHNG","Playlist","TCACS1630643"
"Come and See Me (feat. Drake)","PARTYNEXTDOOR","PARTYNEXTDOOR 3 (P3)","EVTHNG","Playlist","USWB11600360"
"The Prayer","Kid Cudi","A Kid Named Cudi","EVTHNG","Playlist","FR5R00904237"
"Ps & Qs","Lil Uzi Vert","Lil Uzi Vert vs. The World","EVTHNG","Playlist","USAT21601723"
"She Knows (feat. Amber Coffman & Cults)","J. Cole","Born Sinner","EVTHNG","Playlist","USQX91301184"
"Gwinnett","MadeinTYO","Thank You, Mr. Tokyo","EVTHNG","Playlist","QM4HH1650018"
"Inside","Earl Sweatshirt","I Don't Like Shit, I Don't Go Outside: An Album by Earl Sweatshirt","EVTHNG","Playlist","USQX91500444"
"Gospel","Rich Brian","Gospel","EVTHNG","Playlist","USUYG1140378"
"I Don't Wanna Do This Anymore","XXXTENTACION","Revenge","EVTHNG","Playlist","USUYG1142046"
"King","XXXTENTACION","Revenge","EVTHNG","Playlist","USUYG1142049"
"YuNg BrAtZ","XXXTENTACION","Revenge","EVTHNG","Playlist","USUYG1142051"
"RIP Roach","XXXTENTACION","Revenge","EVTHNG","Playlist","USUYG1142052"
"Slipknot","XXXTENTACION","Revenge","EVTHNG","Playlist","USUYG1142050"
"Soy Peor","Bad Bunny","Soy Peor","EVTHNG","Playlist","QZS1Z1649083"
"Really Got It","Jerreau","Never How You Plan","EVTHNG","Playlist","USLD90814449"
"Wool (feat. Vince Staples)","Earl Sweatshirt","I Don't Like Shit, I Don't Go Outside: An Album by Earl Sweatshirt","EVTHNG","Playlist","USQX91500446"
"The Let Out (feat. Quavo)","Jidenna","The Let Out (feat. Quavo)","EVTHNG","Playlist","USSM11701026"
"I Think She Like Me (feat. Ty Dolla $ign)","Rick Ross","Rather You Than Me","EVTHNG","Playlist","USSM11700610"
"Guala","G-Eazy","Guala","EVTHNG","Playlist","USRC11700326"
"Who Dat Boy (feat. A$AP Rocky)","Tyler, The Creator","Who Dat Boy / 911","EVTHNG","Playlist","USQX91701276"
"Woke Up","Dae Dae","The DefAnition","EVTHNG","Playlist","QMCE31600776"
"Flexnes","Arif","Kom Så Tok Færdiih","EVTHNG","Playlist","NO3671204070"
"X2 (Dble)","A2","X2 (Dble)","EVTHNG","Playlist","GB7TP1600048"
"Lavish","Dodo Bank$","Drippy Szn","EVTHNG","Playlist","QZ4JJ1765746"
"When I Was Yung","Yung Pinch","714ever","EVTHNG","Playlist","TCACS1649554"
"Everlasting","Jay Purp","Everlasting","EVTHNG","Playlist","uscgh1779157"
"Up","NAV","NAV","EVTHNG","Playlist","USUM71701697"
"Dímelo","Snakehips","All My Friends - EP","EVTHNG","Playlist","GBARL1600414"
"Walking On A Dream","Empire Of The Sun","Walking On A Dream","EVTHNG","Playlist","AUEI10800039"
"Bank Account","21 Savage","Issa Album","EVTHNG","Playlist","USSM11705546"
"Tu No Metes Cabra","Bad Bunny","Tu No Metes Cabra","EVTHNG","Playlist","QZ5FN1701453"
"Method Man (feat. Method Man, Raekwon, GZA, RZA & Ghostface Killah)","Wu-Tang Clan","Enter The Wu-Tang (36 Chambers) [Expanded Edition]","EVTHNG","Playlist","USRC19300134"
"Shook Ones, Pt. II","Mobb Deep","The Infamous","EVTHNG","Playlist","USRC19401295"
"911 / Mr. Lonely (feat. Frank Ocean & Steve Lacy)","Tyler, The Creator","Who Dat Boy / 911","EVTHNG","Playlist","USQX91701281"
"Mount Kushmore","Snoop Dogg","Neva Left","EVTHNG","Playlist","USUYG1137834"
"Diamonds","Keith Ape","Diamonds (feat. Jedi P) - Single","EVTHNG","Playlist","USUYG1109500"
"Psycho","Keith Ape","Psycho (feat. Robb Bank$) - Single","EVTHNG","Playlist","USUYG1082982"
"Porfi","Pimp Flaco","Porfi","EVTHNG","Playlist","ESA011713822"
"Magnolia","Playboi Carti","Playboi Carti","EVTHNG","Playlist","USUM71703095"
"Benz Truck (гелик)","Lil Peep","Benz Truck (гелик)","EVTHNG","Playlist","UKELY1700026"
"beamer boy","Lil Peep","beamer boy","EVTHNG","Playlist","UKELY1700032"
"Okay, But This Is the Last Time","BONES","Frayed","EVTHNG","Playlist","US7VG1549083"
